,chart_file_sym,date,race_number,breed_code,distance,is_about_distance,surface_code,is_off_turf,course_type_code,race_type_code,race_conditions,race_name,sex_restriction_code,age_restriction_code,is_restricted_to_statebred,purse,max_claiming_price,min_claiming_price,grade_code,division,num_starters,track_condition_code,weather_code,post_time,temp_rail_dist,is_chute_start,is_track_sealed,race_f1_time,race_f2_time,race_f3_time,race_f4_time,race_f5_time,race_winning_time,wps_combined_pool,run_up_dist,horse_name,age,sex_code,medication_code,equipment_code,weight,claiming_price,earnings,program_number,coupled_type,morning_line,final_tote_odds,is_favorite,is_non_betting,payout_win,payout_place,payout_show,post_position,pos_call_start,pos_call_1,pos_call_2,pos_call_3,pos_call_4,pos_call_stretch,pos_call_finish,official_finish_position,call_1_lengths_behind,call_2_lengths_behind,call_3_lengths_behind,call_4_lengths_behind,stretch_call_lengths_behind,finish_lengths_behind,comment_line,trainer_first_name,trainer_middle_name,trainer_last_name,jockey_first_name,jockey_middle_name,jockey_last_name,apprentice_weight_allowance,owner_full_name,is_claimed,claiming_trainer_first_name,claiming_trainer_middle_name,claiming_trainer_last_name,claiming_owner_full_name,is_scratch,scratch_code,last_race_track,last_race_date,last_race_num,last_race_finish,long_comment,wager_type_1,wager_unit_1,wager_numright_1,wager_payout_1,wager_winningPGM_1,wager_pool_1,wager_type_2,wager_unit_2,wager_numright_2,wager_payout_2,wager_winningPGM_2,wager_pool_2,wager_type_3,wager_unit_3,wager_numright_3,wager_payout_3,wager_winningPGM_3,wager_pool_3,wager_type_4,wager_unit_4,wager_numright_4,wager_payout_4,wager_winningPGM_4,wager_pool_4,wager_type_5,wager_unit_5,wager_numright_5,wager_payout_5,wager_winningPGM_5,wager_pool_5,wager_type_6,wager_unit_6,wager_numright_6,wager_payout_6,wager_winningPGM_6,wager_pool_6,wager_type_7,wager_unit_7,wager_numright_7,wager_payout_7,wager_winningPGM_7,wager_pool_7,wager_type_8,wager_unit_8,wager_numright_8,wager_payout_8,wager_winningPGM_8,wager_pool_8,wager_type_9,wager_unit_9,wager_numright_9,wager_payout_9,wager_winningPGM_9,wager_pool_9,wager_type_10,wager_unit_10,wager_numright_10,wager_payout_10,wager_winningPGM_10,wager_pool_10,wager_type_11,wager_unit_11,wager_numright_11,wager_payout_11,wager_winningPGM_11,wager_pool_11,wager_type_12,wager_unit_12,wager_numright_12,wager_payout_12,wager_winningPGM_12,wager_pool_12,map_sex_restriction_code,map_breed_code,map_weather_code,map_medication_code,map_sex_code,map_grade_code,map_age_restriction_code,map_scratch_code,map_race_type_code,map_surface_code,map_track_condition_code,map_course_type_code,map_equipment_code,month,weekday,year,weeknum,x8name,x8country,x8_track_sym,race_id,runner_id
22,SUN,2018-03-04,4,TB,6.5,0,D,0,M,CLM,C,,,4U,0,9600,5000.0,5000.0,,,6,FST,C,1:47,,0,0,23.42,46.0,70.88,,,77.59,9240,60.0,Strike a Spider,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,6.2,5/6/7-3/6-3,1224.0,4,0.5,4.0,32.7,1-5/6/7-3/6-3,3774.0,E,1.0,,38.5,3-6,8112.0,S,0.1,,30.11,3-6-7-1,4469.0,T,1.0,,140.7,3-6-7,6197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,STRIKEASPIDER,USA,SUN,SUN_20180304_4,SUN_20180304_4_nan
29,SUN,2018-03-04,5,TB,6.5,0,D,0,M,CLM,C,,B,4U,1,12100,5000.0,5000.0,,,8,FST,C,2:17,,0,0,22.87,46.29,70.89,,,78.02,22735,60.0,Sherry's Jewel,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,19.15,3/6-3-4/6,680.0,E,1.0,,13.6,6-8,18712.0,S,0.1,,27.15,6-8-7-1,10544.0,T,1.0,,38.3,6-8-7,14239.0,X,1.0,4.0,8.5,1/2/5/6/7-1/3/4/6-2/3/6/7-4/6,1934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,SHERRYSJEWEL,USA,SUN,SUN_20180304_5,SUN_20180304_5_nan
38,SUN,2018-03-04,6,TB,6.5,0,D,0,M,CLM,C,,,4U,0,9600,5000.0,5000.0,,,9,FST,C,2:47,,0,0,22.69,45.72,70.8,,,77.26,35304,60.0,Thecryptarrives,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,0.5,3.0,19.7,3-4/6-2/9,791.0,E,1.0,,4.9,9-8,35086.0,S,0.1,,9.15,9-8-1-3,19955.0,T,1.0,,28.1,9-8-1,23246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Stewards,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,THECRYPTARRIVES,USA,SUN,SUN_20180304_6,SUN_20180304_6_nan
67,SUN,2018-03-04,9,TB,6.0,0,D,0,M,CLM,NW2     L,,,3U,1,11700,5000.0,5000.0,,,11,FST,C,4:11,,0,0,22.59,46.4,59.22,,,71.42,21586,60.0,Echo Eight,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,0.5,3.0,187.8,7-3-6,2489.0,4,0.5,4.0,247.75,2/9-7-3-6,4295.0,6,1.0,4.0,31.4,3-4/6-2/9-7-3-6,140.0,D,1.0,,6.4,3-12,2045.0,D,1.0,,58.9,3-6,2045.0,E,1.0,,19.9,6-10,20615.0,S,0.1,,33.33,6-10-2-8,14943.0,S5,1.0,,3033.7,6-10-2-8-1,766.0,T,1.0,,69.5,6-10-2,14703.0,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Stewards,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,ECHOEIGHT,USA,SUN,SUN_20180304_9,SUN_20180304_9_nan
0,TAM,2018-03-04,1,TB,8.18,0,D,0,M,CLM,NW2     6M,,,4U,0,10400,5000.0,5000.0,,,8,FST,C,12:47,,0,0,24.12,48.53,73.68,99.68,,101.99,127230,24.0,Sing All Night,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,E,2.0,,32.4,4-5,112564.0,S,1.0,,282.9,4-5-6-7,41099.0,T,1.0,,81.6,4-5-6,66317.0,X5,1.0,,1239.2,4-5-6-7-2,2247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,SINGALLNIGHT,USA,TAM,TAM_20180304_1,TAM_20180304_1_nan
9,TAM,2018-03-04,2,TB,8.0,0,T,0,M,MCL,,,,03,0,13700,16000.0,16000.0,,,10,FM,C,1:17,30.0,0,0,23.52,48.42,73.12,86.11,,98.58,142423,82.0,First and Goal,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,D,2.0,,60.0,4-10,37785.0,E,2.0,,489.2,10-5,137885.0,S,1.0,,5109.4,10-5-3-6,53027.0,T,1.0,,1558.2,10-5-3,78379.0,X5,1.0,,,10-5-3-6-9,1087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,FIRSTANDGOAL,USA,TAM,TAM_20180304_2,TAM_20180304_2_nan
10,TAM,2018-03-04,2,TB,8.0,0,T,0,M,MCL,,,,03,0,13700,16000.0,16000.0,,,10,FM,C,1:17,30.0,0,0,23.52,48.42,73.12,86.11,,98.58,142423,82.0,Let Me Loose,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,D,2.0,,60.0,4-10,37785.0,E,2.0,,489.2,10-5,137885.0,S,1.0,,5109.4,10-5-3-6,53027.0,T,1.0,,1558.2,10-5-3,78379.0,X5,1.0,,,10-5-3-6-9,1087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Vet,Maiden Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,LETMELOOSE,USA,TAM,TAM_20180304_2,TAM_20180304_2_nan
11,TAM,2018-03-04,2,TB,8.0,0,T,0,M,MCL,,,,03,0,13700,16000.0,16000.0,,,10,FM,C,1:17,30.0,0,0,23.52,48.42,73.12,86.11,,98.58,142423,82.0,Middle of Nowhere,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,D,2.0,,60.0,4-10,37785.0,E,2.0,,489.2,10-5,137885.0,S,1.0,,5109.4,10-5-3-6,53027.0,T,1.0,,1558.2,10-5-3,78379.0,X5,1.0,,,10-5-3-6-9,1087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,MIDDLEOFNOWHERE,USA,TAM,TAM_20180304_2,TAM_20180304_2_nan
12,TAM,2018-03-04,2,TB,8.0,0,T,0,M,MCL,,,,03,0,13700,16000.0,16000.0,,,10,FM,C,1:17,30.0,0,0,23.52,48.42,73.12,86.11,,98.58,142423,82.0,Mr. Spike,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,D,2.0,,60.0,4-10,37785.0,E,2.0,,489.2,10-5,137885.0,S,1.0,,5109.4,10-5-3-6,53027.0,T,1.0,,1558.2,10-5-3,78379.0,X5,1.0,,,10-5-3-6-9,1087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Trainer,Maiden Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,MR.SPIKE,USA,TAM,TAM_20180304_2,TAM_20180304_2_nan
23,TAM,2018-03-04,3,TB,8.18,0,D,0,M,CLM,,,,4U,0,16200,10000.0,10000.0,,,6,FST,C,1:46,,0,0,24.74,49.24,73.76,99.92,,102.37,178271,24.0,Fine,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,48.7,4-10-6,34028.0,D,2.0,,23.8,10-6,15645.0,E,2.0,,50.2,6-5,140456.0,S,1.0,,248.4,6-5-3-2,50697.0,T,1.0,,81.0,6-5-3,91586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Stewards,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,FINE,USA,TAM,TAM_20180304_3,TAM_20180304_3_nan
24,TAM,2018-03-04,3,TB,8.18,0,D,0,M,CLM,,,,4U,0,16200,10000.0,10000.0,,,6,FST,C,1:46,,0,0,24.74,49.24,73.76,99.92,,102.37,178271,24.0,Lay It Down,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,48.7,4-10-6,34028.0,D,2.0,,23.8,10-6,15645.0,E,2.0,,50.2,6-5,140456.0,S,1.0,,248.4,6-5-3-2,50697.0,T,1.0,,81.0,6-5-3,91586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,LAYITDOWN,USA,TAM,TAM_20180304_3,TAM_20180304_3_nan
31,TAM,2018-03-04,4,TB,8.5,0,D,0,M,CLM,NW2     L,,B,3U,0,10400,8000.0,8000.0,,,8,FST,C,2:16,,0,0,25.1,51.02,76.07,100.97,,107.23,176697,82.0,Princess of Judah,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,19.9,10-6-3,28265.0,D,2.0,,7.2,6-3,18627.0,E,2.0,,9.6,3-5,160538.0,M,1.0,3.0,16.9,10-6-7,,S,1.0,,44.5,3-5-8-6,75230.0,T,1.0,,12.9,3-5-8,108700.0,X5,1.0,,143.6,3-5-8-6-4,4786.0,Z,2.0,,3.8,6-7,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,PRINCESSOFJUDAH,USA,TAM,TAM_20180304_4,TAM_20180304_4_nan
49,TAM,2018-03-04,6,TB,8.5,0,T,0,M,SOC,,,,03,0,21500,40000.0,32000.0,,,7,FM,C,3:17,30.0,0,0,23.05,48.36,72.15,96.69,,102.78,232844,82.0,Splash for Gold,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,14.0,3-4-3,23577.0,4,1.0,4.0,26.1,1/4/6-3/7-4-3/6,113286.0,D,2.0,,18.2,4-3,19534.0,E,2.0,,22.8,3-4,179137.0,S,1.0,,50.7,3-4-8-7,77076.0,T,1.0,,23.2,3-4-8,117792.0,X5,1.0,,215.0,3-4-8-7-2,4721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Vet,,Turf,Firm,Main Course,,3,Sunday,2018,0,SPLASHFORGOLD,USA,TAM,TAM_20180304_6,TAM_20180304_6_nan
57,TAM,2018-03-04,7,TB,8.0,0,T,0,M,MSW,,,,4U,0,22500,,,,,8,FM,C,3:47,30.0,0,0,22.22,46.2,71.05,83.51,,95.89,190074,82.0,King Stormy,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,20.6,4-3-4,23575.0,D,2.0,,16.8,3-4,18803.0,E,2.0,,25.4,4-7,134771.0,S,1.0,,255.8,4-7-2-5,52919.0,T,1.0,,55.5,4-7-2,87474.0,X5,1.0,,608.4,4-7-2-5-1,2230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Maiden Special Weight,Turf,Firm,Main Course,,3,Sunday,2018,0,KINGSTORMY,USA,TAM,TAM_20180304_7,TAM_20180304_7_nan
66,TAM,2018-03-04,8,TB,6.0,0,D,0,M,CLM,NW2     L,,,3U,0,16700,25000.0,25000.0,,,9,FST,C,4:18,,0,0,23.49,47.25,59.19,,,71.46,194850,36.0,Son Son Son,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,45.8,3-4-9,17905.0,D,2.0,,29.0,4-9,14246.0,E,2.0,,26.2,9-8,159349.0,S,1.0,,149.8,9-8-3-2,63580.0,T,1.0,,63.0,9-8-3,96163.0,X5,1.0,,1630.6,9-8-3-2-1,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Stewards,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,SONSONSON,USA,TAM,TAM_20180304_8,TAM_20180304_8_nan
76,TAM,2018-03-04,9,TB,8.0,0,T,0,M,MSW,,,B,4U,0,22500,,,,,7,FM,C,4:49,30.0,0,0,22.27,46.4,71.93,84.62,,97.33,208909,82.0,Kleeve Edge,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,123.8,4-9-7,10598.0,D,2.0,,102.4,9-7,16536.0,E,2.0,,39.6,7-6,151474.0,S,1.0,,927.6,7-6-3-2,75050.0,T,1.0,,262.8,7-6-3,110868.0,X5,1.0,,6432.9,7-6-3-2-1,7853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Maiden Special Weight,Turf,Firm,Main Course,,3,Sunday,2018,0,KLEEVEEDGE,USA,TAM,TAM_20180304_9,TAM_20180304_9_nan
84,TAM,2018-03-04,10,TB,6.5,0,D,0,M,MCL,,,B,3U,0,10400,8000.0,7000.0,,,11,FST,C,5:22,,0,0,23.51,48.04,74.13,,,80.71,174671,30.0,Garshie Marshie,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,230.1,9-7-3,25149.0,4,1.0,4.0,804.0,4/8-4/9-7-3,64202.0,5,0.5,5.0,1373.6,3/6-4/8-4/9-7-3,63933.0,D,2.0,,97.0,7-3,31008.0,E,2.0,,56.6,3-5,158230.0,S,1.0,,6435.8,3-5-13-9,73992.0,S5,1.0,,,3-5-13-9-7,3391.0,T,1.0,,553.4,3-5-13,103773.0,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,GARSHIEMARSHIE,USA,TAM,TAM_20180304_10,TAM_20180304_10_nan
85,TAM,2018-03-04,10,TB,6.5,0,D,0,M,MCL,,,B,3U,0,10400,8000.0,7000.0,,,11,FST,C,5:22,,0,0,23.51,48.04,74.13,,,80.71,174671,30.0,Ola Yola,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,230.1,9-7-3,25149.0,4,1.0,4.0,804.0,4/8-4/9-7-3,64202.0,5,0.5,5.0,1373.6,3/6-4/8-4/9-7-3,63933.0,D,2.0,,97.0,7-3,31008.0,E,2.0,,56.6,3-5,158230.0,S,1.0,,6435.8,3-5-13-9,73992.0,S5,1.0,,,3-5-13-9-7,3391.0,T,1.0,,553.4,3-5-13,103773.0,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,OLAYOLA,USA,TAM,TAM_20180304_10,TAM_20180304_10_nan
86,TAM,2018-03-04,10,TB,6.5,0,D,0,M,MCL,,,B,3U,0,10400,8000.0,7000.0,,,11,FST,C,5:22,,0,0,23.51,48.04,74.13,,,80.71,174671,30.0,Sophie's Prize,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,230.1,9-7-3,25149.0,4,1.0,4.0,804.0,4/8-4/9-7-3,64202.0,5,0.5,5.0,1373.6,3/6-4/8-4/9-7-3,63933.0,D,2.0,,97.0,7-3,31008.0,E,2.0,,56.6,3-5,158230.0,S,1.0,,6435.8,3-5-13-9,73992.0,S5,1.0,,,3-5-13-9-7,3391.0,T,1.0,,553.4,3-5-13,103773.0,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Also Eligible,Maiden Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,SOPHIESPRIZE,USA,TAM,TAM_20180304_10,TAM_20180304_10_nan
21,TUP,2018-03-04,4,TB,7.5,0,T,0,M,CLM,NW2     L,,B,4U,0,8000,10000.0,8500.0,,,7,FM,L,2:27,14.0,0,0,22.82,46.27,70.86,,,90.27,35637,32.0,It's Not So Easy,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,430.3,1-4-1,2608.0,4,0.5,4.0,375.3,1-1-4-1,12608.0,D,1.0,,12.8,4-1,2872.0,E,1.0,,27.3,1-7,27437.0,Q,1.0,,23.8,1-7,3481.0,S,1.0,,118.5,1-7-4-2,17453.0,T,1.0,,79.2,1-7-4,26491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,ITSNOTSOEASY,USA,TUP,TUP_20180304_4,TUP_20180304_4_nan
29,TUP,2018-03-04,5,TB,5.5,0,D,0,M,ALW,NW2     L,,B,4U,0,14000,,,,,6,FST,L,2:58,,0,0,21.91,44.66,57.03,,,63.71,34944,33.0,Mean Like My Momma,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,48.5,4-1-5,2731.0,D,1.0,,8.3,1-5,2274.0,E,1.0,,10.3,5-2,23319.0,Q,1.0,,5.9,2-5,3253.0,S,1.0,,61.2,5-2-1-3,13358.0,T,1.0,,23.9,5-2-1,22190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Stewards,Allowance,Dirt,Fast,Main Course,,3,Sunday,2018,0,MEANLIKEMYMOMMA,USA,TUP,TUP_20180304_5,TUP_20180304_5_nan
52,TUP,2018-03-04,8,TB,8.0,0,T,0,M,STR,NW1    TL,,,4U,0,8000,3500.0,,,,8,FM,L,4:35,14.0,1,0,22.82,47.16,71.16,83.99,,97.0,109106,32.0,Take a Risk,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,85.8,1-5-3,5670.0,4,0.5,4.0,81.85,5/7-1-5-3,17203.0,5,0.5,5.0,188.5,1-5/7-1-5-3,7600.0,6,1.0,5.0,47.7,4-1-5/7-1-5-3,4195.0,6,1.0,6.0,6005.0,4-1-5/7-1-5-3,4195.0,D,1.0,,8.1,5-3,7984.0,E,1.0,,6.0,3-2,70979.0,Q,1.0,,2.8,2-3,5023.0,S,1.0,,162.4,3-2-4-6,47655.0,T,1.0,,25.6,3-2-4,61975.0,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Stewards,Starter Allowance,Turf,Firm,Main Course,,3,Sunday,2018,0,TAKEARISK,USA,TUP,TUP_20180304_8,TUP_20180304_8_nan
7,LRL,2018-03-05,2,TB,8.0,0,D,0,M,MSW,,,,3U,0,40000,,,,,5,FST,C,1:08,,0,0,24.73,48.66,73.15,85.1,,97.61,44933,20.0,Battle of Saratoga,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,D,2.0,,8.0,6-2,21543.0,E,2.0,,7.6,2-4,41092.0,S,1.0,,40.4,2-4-6-3,12459.0,T,2.0,,41.6,2-4-6,23800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Maiden Special Weight,Dirt,Fast,Main Course,,3,Monday,2018,1,BATTLEOFSARATOGA,USA,LRL,LRL_20180305_2,LRL_20180305_2_nan
28,LRL,2018-03-05,5,TB,6.0,0,D,0,M,CLM,NW2     L,,B,4U,0,22000,16000.0,12500.0,,,6,FST,C,2:37,,0,0,22.86,47.18,59.31,,,71.31,57192,60.0,Grand Lassie,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,2.0,3.0,61.8,1-1-2,12811.0,4,0.5,4.0,40.15,2/5-1-1-2,33793.0,5,0.5,5.0,128.4,6-2/5-1-1-2,60465.0,D,2.0,,9.4,1-2,7738.0,E,2.0,,34.6,2-7,52712.0,S,1.0,,149.4,2-7-5-4,20866.0,T,2.0,,90.2,2-7-5,32891.0,Z,2.0,,2.8,1-3,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,GRANDLASSIE,USA,LRL,LRL_20180305_5,LRL_20180305_5_nan
35,LRL,2018-03-05,6,TB,8.0,0,D,0,M,CLM,,,F,03,0,30000,25000.0,20000.0,,,7,FST,C,3:06,,0,0,25.17,49.19,74.61,87.21,,100.88,57475,20.0,One Last Cast,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,2.0,3.0,56.4,1-2-7,9215.0,D,2.0,,47.2,2-7,7262.0,E,2.0,,58.6,7-4,51014.0,S,1.0,,238.2,7-4-5-8,17090.0,T,2.0,,93.2,7-4-5,29918.0,Z5,1.0,,385.3,7-4-5-8-3,909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Trainer,Claiming,Dirt,Fast,Main Course,,3,Monday,2018,1,ONELASTCAST,USA,LRL,LRL_20180305_6,LRL_20180305_6_nan
43,LRL,2018-03-05,7,TB,5.5,0,D,0,M,WMC,,,F,03,0,33000,40000.0,32000.0,,,6,FST,C,3:35,,0,0,23.57,47.45,59.42,,,65.71,43609,55.0,Hair Trigger,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,2.0,3.0,190.4,2-7-5,7411.0,4,0.5,4.0,75.7,1-2-7-5,18969.0,D,2.0,,45.8,7-5,7546.0,E,2.0,,24.0,5-2,38895.0,S,1.0,,99.0,5-2-6-1,13251.0,T,2.0,,84.6,5-2-6,24936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Vet,,Dirt,Fast,Main Course,,3,Monday,2018,1,HAIRTRIGGER,USA,LRL,LRL_20180305_7,LRL_20180305_7_nan
50,LRL,2018-03-05,8,TB,8.0,0,D,0,M,SOC,NW4     L,,,4U,0,24000,16000.0,16000.0,,,6,FST,C,4:04,,0,0,24.46,47.74,72.95,85.03,,97.6,36579,20.0,Burntwood,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,2.0,3.0,200.4,7-5-2/7/8,5254.0,D,2.0,,17.2,5-8,4776.0,E,2.0,,32.8,8-4,33220.0,S,1.0,,120.5,8-4-3-1,10779.0,T,2.0,,103.6,8-4-3,18871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Stewards,,Dirt,Fast,Main Course,,3,Monday,2018,1,BURNTWOOD,USA,LRL,LRL_20180305_8,LRL_20180305_8_nan
